origen;name;banda1;banda2;banda3;banda4;detalle
sa;1;2107;2225;2243;3934;114
sa;1;2064;2219;2188;3855;114
sa;1;2515;2667;2660;4075;114
sa;1;2964;3018;3054;4173;114
sa;1;3091;3172;3193;4317;114
sa;1;3180;3251;3268;4356;114
sa;1;3343;3375;3460;4424;114
sa;1;3517;3467;3578;4540;114
sa;1;3924;3531;4012;4802;114
sa;1;4102;3537;4170;4894;114
sa;1;4558;3567;4652;5344;114
sa;1;1308;1568;1591;4018;114
sa;1;1290;1567;1582;3992;114
sa;1;1515;1719;1767;4097;114
sa;1;1499;1688;1715;4022;114
sa;1;1580;1791;1824;4044;114
sa;1;1503;1709;1739;4013;114
sa;1;1851;2084;2107;4029;114
sa;1;2141;2316;2350;4117;114
sa;1;2400;2533;2553;4158;114
sa;1;2276;2452;2447;4227;114
sa;1;2157;2326;2318;4237;114
sa;1;2424;2553;2565;4354;114
sa;1;2360;2494;2522;4384;114
sa;1;2179;2341;2320;4303;114
sa;1;2224;2397;2379;4363;114
sa;1;2224;2381;2381;4336;114
sa;1;2129;2323;2363;4246;114
sa;1;2032;2240;2249;4172;114
sa;1;2160;2301;2327;4099;114
sa;1;1856;2088;2095;4154;114
sa;1;1570;1786;1791;4108;114
sa;1;1379;1588;1616;3894;114
sa;1;1357;1577;1619;3851;114
sa;1;1333;1576;1652;3898;114
sa;1;1388;1628;1629;4206;114
sa;1;1623;1836;1853;4223;114
sa;1;2103;2254;2281;4201;114
sa;1;1967;2167;2211;4324;114
sa;1;1889;2103;2130;4326;114
sa;1;1809;2014;2031;4404;114
sa;1;1789;2003;1989;4391;114
sa;1;1835;2051;2027;4340;114
sa;1;1951;2139;2131;4333;114
sa;1;2004;2228;2225;4292;114
sa;1;2232;2377;2374;4393;114
sa;1;2185;2341;2311;4387;114
sa;1;2077;2233;2239;4382;114
sa;1;1338;1585;1594;4376;114
sa;1;1400;1644;1639;4391;114
sa;1;1489;1709;1656;4390;114
sa;1;1516;1730;1674;4342;114
sa;1;1521;1709;1687;4305;114
sa;1;1449;1604;1574;4279;114
sa;1;1430;1585;1537;4374;114
sa;1;1303;1515;1463;4460;114
sa;1;1272;1490;1445;4487;114
sa;1;1241;1456;1399;4655;114
sa;1;1455;1639;1617;4496;114
sa;1;1397;1615;1605;4267;114
sa;1;1328;1518;1490;4046;114
sa;1;1350;1563;1580;4040;114
sa;1;1332;1539;1566;4002;114
sa;1;1305;1545;1576;4101;114
sa;1;1284;1542;1539;4184;114
sa;1;1320;1567;1550;4260;114
sa;1;1338;1557;1528;4589;114
sa;1;1540;1779;1784;4350;114
sa;1;1612;1816;1778;4371;114
sa;1;1621;1810;1772;4531;114
sa;1;1520;1767;1731;4481;114
sa;1;1507;1753;1731;4404;114
sa;1;1521;1745;1712;4449;114
sa;1;1735;1939;1958;4444;114
sa;1;1882;2107;2147;4329;114
sa;1;2141;2353;2349;4117;114
sa;1;2372;2517;2518;4201;114
sa;1;2500;2691;2744;4389;114
sa;1;2595;2770;2810;4323;114
sa;1;3310;3373;3543;4695;114
sa;1;3274;3342;3448;4731;114
sa;1;3049;3177;3197;4715;114
sa;1;3304;3367;3469;4668;114
sa;1;3504;3490;3655;4736;114
sa;1;3305;3353;3435;4559;114
sa;1;2913;3042;3098;4314;114
sa;1;2461;2634;2634;4317;114
sa;1;2029;2211;2243;3996;114
sa;1;2010;2178;2170;3875;114
sa;1;1831;2022;2022;3944;114
sa;1;1858;1992;1981;3972;114
sa;1;1863;2050;2050;4085;114
sa;1;2153;2311;2383;4223;114
sa;1;2309;2448;2508;4244;114
sa;1;2486;2622;2658;4236;114
sa;1;2497;2679;2686;4269;114
sa;1;2410;2539;2566;4262;114
sa;1;2247;2427;2464;4267;114
sa;1;2464;2573;2605;4270;114
sa;1;2358;2512;2558;4231;114
sa;1;1953;2170;2186;4105;114
sa;1;1836;2065;2096;4039;114
sa;1;1702;1906;1916;3888;114
sa;1;1903;2081;2112;3865;114
sa;1;2258;2421;2440;3947;114
sa;1;2415;2602;2588;4042;114
sa;1;3166;3231;3268;4307;114
sa;1;3464;3436;3578;4570;114
sa;1;3642;3532;3771;4772;114
sa;1;3488;3449;3614;4840;114
sa;1;3414;3428;3574;4831;114
sa;1;3607;3512;3788;4887;114
sa;1;3827;3520;3995;5060;114
sa;1;4182;3540;4344;5117;114
sa;1;4024;3546;4107;4943;114
sa;1;3444;3437;3619;4717;114
sa;1;3407;3458;3529;4696;114
sa;1;3270;3355;3380;4660;114
sa;1;3219;3323;3344;4593;114
sa;1;3176;3248;3249;4405;114
sa;1;2902;2991;3006;4146;114
sa;1;2414;2542;2560;3944;114
sa;1;2045;2241;2211;3855;114
sa;1;1751;1974;1994;3799;114
sa;1;2023;2201;2204;3979;114
sa;1;2234;2401;2406;4066;114
sa;1;2525;2693;2731;4390;114
sa;1;2665;2836;2894;4327;114
sa;1;2568;2743;2780;4287;114
sa;1;2391;2566;2575;4168;114
sa;1;2107;2225;2243;3934;114
sa;1;2064;2219;2188;3855;114
sa;1;2515;2667;2660;4075;114
sa;1;2964;3018;3054;4173;114
sa;1;3091;3172;3193;4317;114
sa;1;3180;3251;3268;4356;114
sa;1;3343;3375;3460;4424;114
sa;1;3517;3467;3578;4540;114
sa;1;3924;3531;4012;4802;114
sa;1;4102;3537;4170;4894;114
sa;1;4558;3567;4652;5344;114
